questao,item,disciplina,status,rotulo,melhor_score,melhor_arquivo,secao,query,item_texto
36,1,Língua Inglesa,anotada,Anotada,0.4679,02 - LÍNGUA INGLESA/01 - Primeira Fase/2 - Itens gramaticais relevantes/_Itens gramaticais relevantes.md,5. Vocabulary from the CACD Text (Thematic),"the new meritocratic aristocracy s distinguishing features are distancing or remoteness and a lack of moral and social responsibility
meritocratic aristocracy distinguishing features distancing remoteness lack moral social responsibility contexto tipo você receberá fiscal caderno
**Contexto:** Tipo “A” I N S T R U Ç Õ E S  Você receberá do fiscal: o 1 (um) caderno da prova objetiva contendo 38 (trinta e oito) questões, e cada questão será composta por 4 (quatro) itens; e o 1 (uma) folha de respostas personalizada.  Verifique se a num",The new meritocratic aristocracy’s distinguishing features are distancing or remoteness and a lack of moral and social responsibility.
36,2,Língua Inglesa,candidata,Candidata,0.3860,02 - LÍNGUA INGLESA/01 - Primeira Fase/2 - Itens gramaticais relevantes/_Itens gramaticais relevantes.md,5. Vocabulary from the CACD Text (Thematic),"meritocratic aristocracy is a mere construct a contradiction in terms and therefore does not exist
meritocratic aristocracy mere construct contradiction terms therefore does exist contexto tipo você receberá fiscal caderno
**Contexto:** Tipo “A” I N S T R U Ç Õ E S  Você receberá do fiscal: o 1 (um) caderno da prova objetiva contendo 38 (trinta e oito) questões, e cada questão será composta por 4 (quatro) itens; e o 1 (uma) folha de respostas personalizada.  Verifique se a num","Meritocratic aristocracy is a mere construct, a contradiction in terms and therefore does not exist."
36,3,Língua Inglesa,candidata,Candidata,0.3370,02 - LÍNGUA INGLESA/01 - Primeira Fase/2 - Itens gramaticais relevantes/_Itens gramaticais relevantes.md,5. Vocabulary from the CACD Text (Thematic),"americans historical attachment to democratic values have prevented them from accepting the notion of an aristocracy even if it has a democratic appearance
americans historical attachment democratic values have prevented them from accepting contexto tipo você receberá fiscal caderno
**Contexto:** Tipo “A” I N S T R U Ç Õ E S  Você receberá do fiscal: o 1 (um) caderno da prova objetiva contendo 38 (trinta e oito) questões, e cada questão será composta por 4 (quatro) itens; e o 1 (uma) folha de respostas personalizada.  Verifique se a num","Americans’ historical attachment to democratic values have prevented them from accepting the notion of an aristocracy, even if it has a democratic appearance."
36,4,Língua Inglesa,fraca,Sinal fraco,0.2738,"02 - LÍNGUA INGLESA/01 - Primeira Fase/1 - Compreensão de textos escritos/_Lexicology, Register, and Stylistic Density.md",Literary Vocabulary and Dense Prose (parte 1),"the prevailing view americans hold of liberalism has departed significantly from that the historical political theorists had
prevailing view americans hold liberalism departed significantly from that historical contexto tipo você receberá fiscal caderno
**Contexto:** Tipo “A” I N S T R U Ç Õ E S  Você receberá do fiscal: o 1 (um) caderno da prova objetiva contendo 38 (trinta e oito) questões, e cada questão será composta por 4 (quatro) itens; e o 1 (uma) folha de respostas personalizada.  Verifique se a num",The prevailing view Americans hold of liberalism has departed significantly from that the historical political theorists had.
37,1,Língua Inglesa,fraca,Sinal fraco,0.2512,02 - LÍNGUA INGLESA/01 - Primeira Fase/2 - Itens gramaticais relevantes/_Itens gramaticais relevantes.md,5. Vocabulary from the CACD Text (Thematic),"historically liberal values have failed to reflect the actual political and social reality for they are based on falsehoods
historically liberal values have failed reflect actual political social reality contexto ficantly from that historical
**Contexto:** ficantly from that the historical political theorists had. As far as comprehension of the text above is concerned, mark the statements below as right (C) or wrong (E).","Historically, liberal values have failed to reflect the actual political and social reality for they are based on falsehoods."
37,2,Língua Inglesa,candidata,Candidata,0.3393,"02 - LÍNGUA INGLESA/01 - Primeira Fase/1 - Compreensão de textos escritos/_Lexicology, Register, and Stylistic Density.md",Introduction: Presenting the Crisis and Diagnosing the Foundations,"mr deneen s book provides a long-term analysis of the liberal phenomenon
deneen book provides long-term analysis liberal phenomenon contexto ficantly from that historical political
**Contexto:** ficantly from that the historical political theorists had. As far as comprehension of the text above is concerned, mark the statements below as right (C) or wrong (E).",Mr Deneen’s book provides a long-term analysis of the liberal phenomenon.
37,3,Língua Inglesa,fraca,Sinal fraco,0.2732,"02 - LÍNGUA INGLESA/01 - Primeira Fase/1 - Compreensão de textos escritos/_Lexicology, Register, and Stylistic Density.md",Hellenisms and Latinisms (parte 1),"an anti-religion movement swept across america and destroyed some people s belief in their christian principles
anti-religion movement swept across america destroyed some people belief their contexto ficantly from that historical political
**Contexto:** ficantly from that the historical political theorists had. As far as comprehension of the text above is concerned, mark the statements below as right (C) or wrong (E).",An anti-religion movement swept across America and destroyed some people’s belief in their Christian principles.
37,4,Língua Inglesa,candidata,Candidata,0.3441,"02 - LÍNGUA INGLESA/01 - Primeira Fase/1 - Compreensão de textos escritos/_Lexicology, Register, and Stylistic Density.md",Introduction: Presenting the Crisis and Diagnosing the Foundations,"from its inception liberalism could never live up to its promise of creating a shared future in a fragmented world lines 20 and 21
from inception liberalism could never live promise creating shared future contexto ficantly that historical political
**Contexto:** ficantly from that the historical political theorists had. As far as comprehension of the text above is concerned, mark the statements below as right (C) or wrong (E).",From its inception liberalism could never live up to its promise of “creating a shared future in a fragmented world” (lines 20 and 21).
38,1,Língua Inglesa,candidata,Candidata,0.4334,"02 - LÍNGUA INGLESA/01 - Primeira Fase/1 - Compreensão de textos escritos/_Lexicology, Register, and Stylistic Density.md",Hellenisms and Latinisms (parte 2),"hubris line 4 means unwillingness or incapacity to adapt or adjust
hubris line means unwillingness incapacity adapt adjust contexto comprehension text above concerned mark
**Contexto:** As far as comprehension of the text above is concerned, mark the statements below as right (C) or wrong (E).",“Hubris” (line 4) means “unwillingness or incapacity to adapt or adjust”.
38,2,Língua Inglesa,candidata,Candidata,0.3621,"02 - LÍNGUA INGLESA/01 - Primeira Fase/1 - Compreensão de textos escritos/_Lexicology, Register, and Stylistic Density.md",Development: Comprehensive Consequences and the Imperative of Cooperation,"wreckage line 7 is synonymous with speed
wreckage line synonymous with speed contexto comprehension text above concerned mark
**Contexto:** As far as comprehension of the text above is concerned, mark the statements below as right (C) or wrong (E).",“Wreckage” (line 7) is synonymous with “speed”.
