questao,item,disciplina,status,rotulo,melhor_score,melhor_arquivo,secao,query,item_texto
1,1,Língua Portuguesa,anotada,Anotada,0.6901,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",Foco Preditivo e Dicas de Estudo,"em textos literários por vezes infringem-se as regras da gramática normativa no mencionado um exemplo de não observância das regras gramaticais pode ser encontrado na linha 13 no uso da vírgula após mas e outro exemplo pode ser encontrado na linha 32 na ausência de vírgulas que isolem a conjunção pois
textos literários vezes infringem-se regras gramática normativa mencionado exemplo observância contexto tipo edital junho 2020 concurso
**Contexto:** Tipo “A” EDITAL No 1, DE 29 DE JUNHO DE 2020 CONCURSO DE ADMISSÃO À CARREIRA DE DIPLOMATA CARGO: TERCEIRO-SECRETÁRIO DA CARREIRA DE DIPLOMATA PRIMEIRA FASE – MANHÃ I N S T R U Ç Õ E S  Você receberá do fiscal: o 1 (um) caderno da prova objetiva","Em textos literários, por vezes infringem-se as regras da gramática normativa. No mencionado texto, um exemplo de não observância das regras gramaticais pode ser encontrado na linha 13, no uso da vírgula após “Mas”, e outro exemplo pode ser encontrado na linha 32, na ausência de vírgulas que isolem a conjunção “pois”."
1,2,Língua Portuguesa,anotada,Anotada,0.5314,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",Introdução e Relevância para o CACD,"a partícula se em está-se aqui sozinho sentado à mesa linha 15 funciona como índice de indeterminação do sujeito
partícula está-se aqui sozinho sentado mesa linha funciona como índice contexto tipo edital junho 2020 concurso
**Contexto:** Tipo “A” EDITAL No 1, DE 29 DE JUNHO DE 2020 CONCURSO DE ADMISSÃO À CARREIRA DE DIPLOMATA CARGO: TERCEIRO-SECRETÁRIO DA CARREIRA DE DIPLOMATA PRIMEIRA FASE – MANHÃ I N S T R U Ç Õ E S  Você receberá do fiscal: o 1 (um) caderno da prova objetiva","A partícula “se” em “Está-se aqui, sozinho, sentado à mesa” (linha 15) funciona como índice de indeterminação do sujeito."
1,3,Língua Portuguesa,anotada,Anotada,0.6526,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/_Morfossintaxe.md,6. **Adjunto Adverbial**,"o trecho ou quem sabe apenas permanecer numa casa caixa onde no quarto durmam crianças no fogão haja um resto de comida e na cama esperando certa mulherzinha linhas de 21 a 24 poderia ser reescrito mantendo-se a correção gramatical e os sentidos do da seguinte forma ou quem sabe apenas permanecer em uma casa-caixa cujos quartos durmam crianças em cujo fogão haja um resto de comida e em cuja cama haja uma certa mulherzinha esperando
trecho quem sabe apenas permanecer numa casa caixa onde quarto contexto tipo edital junho 2020 concurso
**Contexto:** Tipo “A” EDITAL No 1, DE 29 DE JUNHO DE 2020 CONCURSO DE ADMISSÃO À CARREIRA DE DIPLOMATA CARGO: TERCEIRO-SECRETÁRIO DA CARREIRA DE DIPLOMATA PRIMEIRA FASE – MANHÃ I N S T R U Ç Õ E S  Você receberá do fiscal: o 1 (um) caderno da prova objetiva","O trecho “Ou, quem sabe? — apenas permanecer numa casa, caixa, onde no quarto durmam crianças, no fogão haja um resto de comida e, na cama, esperando, certa mulherzinha.” (linhas de 21 a 24) poderia ser reescrito, mantendo-se a correção gramatical e os sentidos do texto, da seguinte forma: Ou, quem sabe, apenas permanecer em uma casa-caixa, cujos quartos durmam crianças, em cujo fogão haja um resto de comida e em cuja cama haja uma certa mulherzinha esperando."
1,4,Língua Portuguesa,anotada,Anotada,0.5571,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",Introdução e Relevância para o CACD,"na linha 34 o pronome o pode ter como referente tanto o nome homem linha 31 quanto o sintagma o itinerário linha 32 em ambos os casos a coerência do é preservada
linha pronome pode como referente tanto nome homem quanto sintagma contexto tipo edital junho 2020 concurso
**Contexto:** Tipo “A” EDITAL No 1, DE 29 DE JUNHO DE 2020 CONCURSO DE ADMISSÃO À CARREIRA DE DIPLOMATA CARGO: TERCEIRO-SECRETÁRIO DA CARREIRA DE DIPLOMATA PRIMEIRA FASE – MANHÃ I N S T R U Ç Õ E S  Você receberá do fiscal: o 1 (um) caderno da prova objetiva","Na linha 34, o pronome “o” pode ter como referente tanto o nome “homem” (linha 31) quanto o sintagma “o itinerário” (linha 32); em ambos os casos, a coerência do texto é preservada."
2,1,Língua Portuguesa,anotada,Anotada,0.7680,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",Coerência Textual: Princípios e Níveis,"como é usual em textos literários no apresentado observa-se o emprego recorrente de figuras de linguagem tais como a prosopopeia presente em o papel aceita tudo linha 2 e tipos negros mancham agora uma página branca linhas 12 e 13
como usual textos literários apresentado observa-se emprego recorrente figuras linguagem contexto casos coerência preservada
**Contexto:** casos, a coerência do texto é preservada.","Como é usual em textos literários, no texto apresentado, observa-se o emprego recorrente de figuras de linguagem, tais como a prosopopeia, presente em “o papel aceita tudo” (linha 2) e “tipos negros mancham agora uma página branca” (linhas 12 e 13)."
2,2,Língua Portuguesa,anotada,Anotada,0.5753,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.3 - Semântica/_Semântica.md,Metáfora,"para o do uma página em branco corresponde a um universo cheio de vidas escolhíveis linhas 17 e 18
para página branco corresponde universo cheio vidas escolhíveis linhas contexto casos coerência preservada
**Contexto:** casos, a coerência do texto é preservada.","Para o autor do texto, uma página em branco corresponde a “um universo cheio de vidas escolhíveis” (linhas 17 e 18)."
2,3,Língua Portuguesa,anotada,Anotada,0.6193,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.3.1 - Defeitos de conteúdo (descontextualização, simplismo, etc.)/_Defeitos de conteúdo (descontextualização, simplismo, etc.).md",5. Paráfrase Não-Produtiva: A Ausência de Análise Crítica,"o implicitamente apresenta uma crítica a dois modos de vida distintos o de quem se envolve com a criminalidade em que se faz o percurso das ruas artérias os bares as favelas a prostituição os rituais os crimes linhas 20 e 21 e o de quem se contenta com a mesmice e a previsibilidade em que se permanece numa casa caixa onde no quarto durmam crianças no fogão haja um resto de comida e na cama esperando certa mulherzinha linhas de 22 a 24
implicitamente apresenta crítica dois modos vida distintos quem envolve criminalidade contexto casos coerência preservada
**Contexto:** casos, a coerência do texto é preservada.","O autor implicitamente apresenta uma crítica a dois modos de vida distintos: o de quem se envolve com a criminalidade – em que se faz “o percurso das ruas, artérias, os bares, as favelas, a prostituição, os rituais, os crimes” (linhas 20 e 21) – e o de quem se contenta com a mesmice e a previsibilidade – em que se permanece “numa casa, caixa, onde no quarto durmam crianças, no fogão haja um resto de comida e, na cama, esperando, certa mulherzinha” (linhas de 22 a 24)."
2,4,Língua Portuguesa,anotada,Anotada,0.6507,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",Coerência Textual: Princípios e Níveis,"nos dois últimos parágrafos do linhas de 30 a 37 o sugere que se deve deixar-se levar pelas escolhas que a vida faz visto que embora não se perceba cada homem já nasce com o próprio destino traçado concurso público terceiro-secretário da carreira de diplomata tipo a
dois últimos parágrafos linhas sugere deve deixar-se levar pelas escolhas contexto casos coerência preservada
**Contexto:** casos, a coerência do texto é preservada.","Nos dois últimos parágrafos do texto (linhas de 30 a 37), o autor sugere que se deve deixar-se levar pelas escolhas que a vida faz, visto que, embora não se perceba, cada homem já nasce com o próprio destino traçado. CONCURSO PÚBLICO TERCEIRO-SECRETÁRIO DA CARREIRA DE DIPLOMATA – TIPO “A”"
3,1,Língua Portuguesa,anotada,Anotada,0.5817,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",Coerência Textual: Princípios e Níveis,"de acordo com o o narrador-personagem passava por dificuldades financeiras e no intuito de conseguir um emprego tornou-se professor de língua javanesa
acordo narrador-personagem passava dificuldades financeiras intuito conseguir emprego tornou-se professor contexto questões precisa-se língua javanesa
**Contexto:** às questões 3 e 4. 1 4 “Precisa-se de um professor de língua javanesa. Cartas etc.” Ora, disse cá comigo, está ali uma colocação que não terá muitos concorrentes; se eu capiscasse quatro palavras, ia apresentar-me. Saí do café e andei pelas ruas,","De acordo com o texto, o narrador-personagem passava por dificuldades financeiras e, no intuito de conseguir um emprego, tornou-se professor de língua javanesa."
3,2,Língua Portuguesa,anotada,Anotada,0.6600,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",Características Fundamentais e Diferenças,"entre as características do narrador-personagem destacam-se a sagacidade e a predisposição para a aprendizagem de línguas estrangeiras
entre características narrador-personagem destacam-se sagacidade predisposição para aprendizagem línguas estrangeiras contexto questões precisa-se professor língua javanesa
**Contexto:** às questões 3 e 4. 1 4 “Precisa-se de um professor de língua javanesa. Cartas etc.” Ora, disse cá comigo, está ali uma colocação que não terá muitos concorrentes; se eu capiscasse quatro palavras, ia apresentar-me. Saí do café e andei pelas ruas,","Entre as características do narrador-personagem, destacam-se a sagacidade e a predisposição para a aprendizagem de línguas estrangeiras."
3,3,Língua Portuguesa,anotada,Anotada,0.6181,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",Abordagem no CACD: Análise de Questões Anteriores,"no trecho convenci-me cômodos linhas de 28 a 30 fica clara a intenção do narrador-personagem de provocar um encontro com o encarregado dos aluguéis dos cômodos ao sair de casa cedo
trecho convenci-me cômodos linhas fica clara intenção narrador-personagem provocar encontro contexto questões precisa-se professor língua javanesa
**Contexto:** às questões 3 e 4. 1 4 “Precisa-se de um professor de língua javanesa. Cartas etc.” Ora, disse cá comigo, está ali uma colocação que não terá muitos concorrentes; se eu capiscasse quatro palavras, ia apresentar-me. Saí do café e andei pelas ruas,","No trecho “Convenci-me... cômodos:” (linhas de 28 a 30), fica clara a intenção do narrador-personagem de provocar um encontro com o encarregado dos aluguéis dos cômodos, ao sair de casa cedo."
3,4,Língua Portuguesa,anotada,Anotada,0.6349,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.3 - Semântica/_Semântica.md,Ironia,"ao mencionar o timor linha 38 o narrador-personagem diz atacar o patriotismo de seu interlocutor linha 37 que tem nacionalidade portuguesa em razão de o timor já ter sido uma colônia de portugal e de ser uma localidade na qual se fala a língua portuguesa
mencionar timor linha narrador-personagem atacar patriotismo interlocutor nacionalidade portuguesa razão contexto questões precisa-se professor língua javanesa
**Contexto:** às questões 3 e 4. 1 4 “Precisa-se de um professor de língua javanesa. Cartas etc.” Ora, disse cá comigo, está ali uma colocação que não terá muitos concorrentes; se eu capiscasse quatro palavras, ia apresentar-me. Saí do café e andei pelas ruas,","Ao mencionar o Timor (linha 38), o narrador-personagem diz atacar o patriotismo de seu interlocutor (linha 37), que tem nacionalidade portuguesa, em razão de o Timor já ter sido uma colônia de Portugal e de ser uma localidade na qual se fala a língua portuguesa."
4,1,Língua Portuguesa,anotada,Anotada,0.6356,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/_Morfossintaxe.md,18. **Funções da Linguagem na Sintaxe** (parte 3),"no a expressão a língua javanesa linha 11 é retomada de diversas maneiras de modo a evitar sua repetição entre essas formas é correto citar a tal língua malaia linhas 16 e 17 o meu a-b-c malaio linha 26 a língua mais fácil do mundo linhas 28 e 29 o javanês linha 45 idioma oceânico linha 47 o alfabeto javanês linha 51 e língua malaia linha 52
expressão língua javanesa linha retomada diversas maneiras modo evitar repetição contexto sido colônia portugal localidade qual
**Contexto:** er sido uma colônia de Portugal e de ser uma localidade na qual se fala a língua portuguesa.","No texto, a expressão “a língua javanesa” (linha 11) é retomada de diversas maneiras, de modo a evitar sua repetição. Entre essas formas, é correto citar: “a tal língua malaia” (linhas 16 e 17), “o meu ‘a-b-c’ malaio” (linha 26), “a língua mais fácil do mundo” (linhas 28 e 29), “o javanês” (linha 45), “idioma oceânico” (linha 47), “o alfabeto javanês” (linha 51) e “língua malaia” (linha 52)."
4,2,Língua Portuguesa,anotada,Anotada,0.7102,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.3.1 - Defeitos de conteúdo (descontextualização, simplismo, etc.)/_Defeitos de conteúdo (descontextualização, simplismo, etc.).md",Exercícios Práticos: Identificação e Reescrita,"embora as relações entre as orações e os termos das orações sejam alteradas a sentença na minha cabeça escrevê-los linhas de 20 a 23 poderia ser reescrita mantendo-se a correção e a coerência do da seguinte forma na minha cabeça dançavam hieróglifos de quando em quando e eu consultava as minhas notas entrava nos jardins e como desejava guardá-los bem na memória e habituar a mão a escrevê-los escrevia-os na areia
embora relações entre orações termos sejam alteradas sentença minha cabeça contexto sido colônia portugal localidade qual
**Contexto:** er sido uma colônia de Portugal e de ser uma localidade na qual se fala a língua portuguesa.","Embora as relações entre as orações e os termos das orações sejam alteradas, a sentença “Na minha cabeça... escrevê-los.” (linhas de 20 a 23) poderia ser reescrita, mantendo-se a correção e a coerência do texto, da seguinte forma: Na minha cabeça dançavam hieróglifos, de quando em quando, e eu consultava as minhas notas. Entrava nos jardins e, como desejava guardá-los bem na memória e habituar a mão a escrevê-los, escrevia-os na areia."
4,3,Língua Portuguesa,anotada,Anotada,0.6101,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",Foco Preditivo e Dicas de Estudo,"a supressão da preposição de linha 28 manteria a correção gramatical e o sentido original do
supressão preposição linha manteria correção gramatical sentido original contexto sido colônia portugal localidade qual
**Contexto:** er sido uma colônia de Portugal e de ser uma localidade na qual se fala a língua portuguesa.",A supressão da preposição “de” (linha 28) manteria a correção gramatical e o sentido original do texto.
4,4,Língua Portuguesa,anotada,Anotada,0.5717,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",Foco Preditivo e Dicas de Estudo,"o entrementes linha 57 no para sua correção e sem alteração de seu sentido original por entretanto concurso público terceiro-secretário da carreira de diplomata tipo a
entrementes linha para correção alteração sentido original entretanto concurso público contexto sido colônia portugal localidade qual
**Contexto:** er sido uma colônia de Portugal e de ser uma localidade na qual se fala a língua portuguesa.","O termo “entrementes” (linha 57) poderia ser substituído no texto, sem prejuízo para sua correção e sem alteração de seu sentido original, por entretanto. CONCURSO PÚBLICO TERCEIRO-SECRETÁRIO DA CARREIRA DE DIPLOMATA – TIPO “A”"
5,1,Língua Portuguesa,anotada,Anotada,0.6013,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.3.1 - Defeitos de conteúdo (descontextualização, simplismo, etc.)/_Defeitos de conteúdo (descontextualização, simplismo, etc.).md",1. Descontextualização: O Argumento Deslocado,"ainda que encerre críticas à história da emancipação da escravatura no país o reconhece a importância da herança deixada por esse momento histórico à nação como aquela que se observa por exemplo no manejo da lavoura mencionada no segundo
ainda encerre críticas história emancipação escravatura país reconhece importância herança contexto questões entre
**Contexto:** às questões de 5 a 7. 1 4 É a história da emancipação da escravatura entre nós. Outrora a escravidão pareceria fadada à perpetuidade neste País. Falar em extingui-la seria uma blasfêmia. Fizeram-na esposar a lavoura, cuidando uni-las para sempre.","Ainda que encerre críticas à história da emancipação da escravatura no País, o texto reconhece a importância da herança deixada por esse momento histórico à nação, como aquela que se observa, por exemplo, no manejo da lavoura, mencionada no segundo parágrafo."
5,2,Língua Portuguesa,anotada,Anotada,0.5896,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.3.1 - Defeitos de conteúdo (descontextualização, simplismo, etc.)/_Defeitos de conteúdo (descontextualização, simplismo, etc.).md",6. Cópia (Plágio): A Falha Ética e Intelectual,"o fala na expressão fala do trono de 1869 linha 15 faz referência de forma crítica ao silêncio linha 22 e à abstenção linha 23 do governante mencionados nas linhas seguintes do
fala expressão trono 1869 linha referência forma crítica silêncio abstenção contexto questões história emancipação escravatura entre
**Contexto:** às questões de 5 a 7. 1 4 É a história da emancipação da escravatura entre nós. Outrora a escravidão pareceria fadada à perpetuidade neste País. Falar em extingui-la seria uma blasfêmia. Fizeram-na esposar a lavoura, cuidando uni-las para sempre.","O termo “fala”, na expressão “fala do trono de 1869” (linha 15), faz referência, de forma crítica, ao “silêncio” (linha 22) e à “abstenção” (linha 23) do governante, mencionados nas linhas seguintes do texto."
5,3,Língua Portuguesa,anotada,Anotada,0.6318,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.3.1 - Defeitos de conteúdo (descontextualização, simplismo, etc.)/_Defeitos de conteúdo (descontextualização, simplismo, etc.).md",4. Obviedade: A Argumentação Baseada no Lugar-Comum,"a despeito dos fatos relatados no observa-se algum otimismo com relação ao futuro do país no que diz respeito à emancipação da escravatura
despeito fatos relatados observa-se algum otimismo relação futuro país respeito contexto questões história emancipação escravatura entre
**Contexto:** às questões de 5 a 7. 1 4 É a história da emancipação da escravatura entre nós. Outrora a escravidão pareceria fadada à perpetuidade neste País. Falar em extingui-la seria uma blasfêmia. Fizeram-na esposar a lavoura, cuidando uni-las para sempre.","A despeito dos fatos relatados no texto, observa-se algum otimismo com relação ao futuro do País no que diz respeito à emancipação da escravatura."
5,4,Língua Portuguesa,anotada,Anotada,0.5633,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.3 - Semântica/_Semântica.md,Ironia,"no 13o do não protesteis do trono linhas de 38 a 45 o do evidencia o caráter impermanente da emancipação que ora é tratada como tão urgente linha 39 e como necessidade capital do país linha 41 ora é considerada como tão secundária tão indiferente tão remota linhas 43 e 44
protesteis trono linhas evidencia caráter impermanente emancipação tratada como urgente contexto questões história escravatura entre
**Contexto:** às questões de 5 a 7. 1 4 É a história da emancipação da escravatura entre nós. Outrora a escravidão pareceria fadada à perpetuidade neste País. Falar em extingui-la seria uma blasfêmia. Fizeram-na esposar a lavoura, cuidando uni-las para sempre.","No 13o parágrafo do texto – “Não protesteis! (...) do trono?” (linhas de 38 a 45) –, o autor do texto evidencia o caráter impermanente da emancipação, que ora é tratada como “tão urgente” (linha 39) e como “necessidade capital do País” (linha 41), ora é considerada como “tão secundária, tão indiferente, tão remota” (linhas 43 e 44)."
6,1,Língua Portuguesa,anotada,Anotada,0.4863,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.3 - Semântica/_Semântica.md,Metáfora,"a palavra ignomínia linha 10 foi empregada no
palavra ignomínia linha empregada contexto como secundária indiferente remota linhas
**Contexto:** como “tão secundária, tão indiferente, tão remota” (linhas 43 e 44).",A palavra “ignomínia” (linha 10) foi empregada no
6,2,Língua Portuguesa,anotada,Anotada,0.4714,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/_Morfossintaxe.md,A Conexão Morfossintática: Classe e Função,"a substituição de neste linha 24 por nesse promoveria incorreção ao
substituição neste linha nesse promoveria incorreção contexto como secundária indiferente remota linhas
**Contexto:** como “tão secundária, tão indiferente, tão remota” (linhas 43 e 44).",A substituição de “neste” (linha 24) por nesse promoveria incorreção ao texto.
6,3,Língua Portuguesa,anotada,Anotada,0.5552,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/_Morfossintaxe.md,🎯 **PRIORIDADES PARA O CACD**,"segundo se depreende do 12o do linhas de 29 a 37 o partido conservador preteriu o interesse imorredouro da verdade linhas 34 e 35 as necessidades imperiosas do futuro linhas 35 e 36 e os direitos inalienáveis de uma raça escravizada linha 37
segundo depreende linhas partido conservador preteriu interesse imorredouro verdade necessidades contexto como secundária indiferente remota
**Contexto:** como “tão secundária, tão indiferente, tão remota” (linhas 43 e 44).","Segundo se depreende do 12o parágrafo do texto (linhas de 29 a 37), o Partido Conservador preteriu “o interesse imorredouro da verdade” (linhas 34 e 35), “as necessidades imperiosas do futuro” (linhas 35 e 36) e “os direitos inalienáveis de uma raça escravizada” (linha 37)."
