questao,item,disciplina,status,rotulo,melhor_score,melhor_arquivo,secao,query,item_texto
1,1,Língua Portuguesa,anotada,Anotada,0.6067,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.3.1 - Defeitos de conteúdo (descontextualização, simplismo, etc.)/_Defeitos de conteúdo (descontextualização, simplismo, etc.).md",**Exercício 3**,"mais epicuristas que estoicos linhas 9 e 10 significa que os indígenas lhe pareceram mais simples ligados à natureza do que austeros
mais epicuristas estoicos linhas significa indígenas pareceram simples ligados natureza contexto tipo você receberá fiscal caderno
**Contexto:** Tipo “A” I N S T R U Ç Õ E S  Você receberá do fiscal: o 1 (um) caderno da prova objetiva contendo 35 (trinta e cinco) questões, e cada questão será composta por 4 (quatro) itens; e o 1 (uma) folha de respostas personalizada.  Verifique se a nu","“Mais epicuristas que estoicos” (linhas 9 e 10) significa que os indígenas lhe pareceram mais simples, ligados à natureza, do que austeros."
1,2,Língua Portuguesa,anotada,Anotada,0.5336,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.3.1 - Defeitos de conteúdo (descontextualização, simplismo, etc.)/_Defeitos de conteúdo (descontextualização, simplismo, etc.).md",Exercício 3: Globalização e Identidade Cultural,"vespúcio antecedeu o padre franciscano na comparação dos costumes indígenas com características da civilização europeia de sua época
vespúcio antecedeu padre franciscano comparação costumes indígenas características civilização europeia contexto tipo você receberá fiscal caderno
**Contexto:** Tipo “A” I N S T R U Ç Õ E S  Você receberá do fiscal: o 1 (um) caderno da prova objetiva contendo 35 (trinta e cinco) questões, e cada questão será composta por 4 (quatro) itens; e o 1 (uma) folha de respostas personalizada.  Verifique se a nu",Vespúcio antecedeu o padre franciscano na comparação dos costumes indígenas com características da civilização europeia de sua época.
1,3,Língua Portuguesa,anotada,Anotada,0.6689,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.3.1 - Defeitos de conteúdo (descontextualização, simplismo, etc.)/_Defeitos de conteúdo (descontextualização, simplismo, etc.).md",**Exercício 3**,"o huguenote citado faz uso de linguagem conotativa para matizar a antropofagia comparando-a com a usura
huguenote citado linguagem conotativa para matizar antropofagia comparando-a usura contexto tipo você receberá fiscal caderno
**Contexto:** Tipo “A” I N S T R U Ç Õ E S  Você receberá do fiscal: o 1 (um) caderno da prova objetiva contendo 35 (trinta e cinco) questões, e cada questão será composta por 4 (quatro) itens; e o 1 (uma) folha de respostas personalizada.  Verifique se a nu","O huguenote citado faz uso de linguagem conotativa para matizar a antropofagia, comparando-a com a usura."
1,4,Língua Portuguesa,anotada,Anotada,0.5977,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",Foco Preditivo e Dicas de Estudo,"a palavra indômita linha 25 significa que a coragem dos prisioneiros é difícil de ser domada
palavra indômita linha significa coragem prisioneiros difícil domada contexto tipo você receberá fiscal caderno
**Contexto:** Tipo “A” I N S T R U Ç Õ E S  Você receberá do fiscal: o 1 (um) caderno da prova objetiva contendo 35 (trinta e cinco) questões, e cada questão será composta por 4 (quatro) itens; e o 1 (uma) folha de respostas personalizada.  Verifique se a nu",A palavra “indômita” (linha 25) significa que a coragem dos prisioneiros é difícil de ser domada.
2,1,Língua Portuguesa,anotada,Anotada,0.6208,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.3.1 - Defeitos de conteúdo (descontextualização, simplismo, etc.)/_Defeitos de conteúdo (descontextualização, simplismo, etc.).md",Exercício 1: A Crise da Democracia Liberal,"o contém crítica de fundo aos princípios democráticos que se concretizam na realidade histórica em regimes anárquicos e autocráticos
contém crítica fundo princípios democráticos concretizam realidade histórica regimes anárquicos contexto eiros difícil domada democracia transformou-se
**Contexto:** eiros é difícil de ser domada. 1 4 A democracia transformou-se em um regime semianárquico, que terá como consequência o “esboroamento” do Estado. […] A democracia parlamentar está a transformar-se cada vez mais em um regime autocrático. Mais do q","O texto contém crítica de fundo aos princípios democráticos que se concretizam, na realidade histórica, em regimes anárquicos e autocráticos."
2,2,Língua Portuguesa,anotada,Anotada,0.6252,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.3.1 - Defeitos de conteúdo (descontextualização, simplismo, etc.)/_Defeitos de conteúdo (descontextualização, simplismo, etc.).md",Exercício 1: A Crise da Democracia Liberal,"a ênfase do recai sobre o processo de transformação da democracia mais do que sobre a distância entre seus ideais e sua realidade
ênfase recai sobre processo transformação democracia mais distância entre seus contexto eiros difícil domada transformou-se
**Contexto:** eiros é difícil de ser domada. 1 4 A democracia transformou-se em um regime semianárquico, que terá como consequência o “esboroamento” do Estado. […] A democracia parlamentar está a transformar-se cada vez mais em um regime autocrático. Mais do q","A ênfase do autor recai sobre o processo de transformação da democracia, mais do que sobre a distância entre seus ideais e sua realidade."
2,3,Língua Portuguesa,anotada,Anotada,0.6315,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.3.1 - Defeitos de conteúdo (descontextualização, simplismo, etc.)/_Defeitos de conteúdo (descontextualização, simplismo, etc.).md",Exercício 1: A Crise da Democracia Liberal,"a matéria bruta linha 12 se refere ao substrato original da democracia que precisa ser lapidado na história das sociedades
matéria bruta linha refere substrato original democracia precisa lapidado história contexto eiros difícil domada transformou-se
**Contexto:** eiros é difícil de ser domada. 1 4 A democracia transformou-se em um regime semianárquico, que terá como consequência o “esboroamento” do Estado. […] A democracia parlamentar está a transformar-se cada vez mais em um regime autocrático. Mais do q","A “matéria bruta” (linha 12) se refere ao substrato original da democracia, que precisa ser lapidado na história das sociedades."
2,4,Língua Portuguesa,anotada,Anotada,0.6617,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.3.1 - Defeitos de conteúdo (descontextualização, simplismo, etc.)/_Defeitos de conteúdo (descontextualização, simplismo, etc.).md",Exercício 1: A Crise da Democracia Liberal,"para seguir a linha de argumentação do as reticências inseridas após o transformou-se na ação de linha 16 poderiam ser completadas por exemplo com a declaração universal dos direitos do homem de 1948 concurso público terceiro secretário da carreira de diplomata tipo a manhã
para seguir linha argumentação reticências inseridas após transformou-se ação poderiam contexto eiros difícil domada democracia
**Contexto:** eiros é difícil de ser domada. 1 4 A democracia transformou-se em um regime semianárquico, que terá como consequência o “esboroamento” do Estado. […] A democracia parlamentar está a transformar-se cada vez mais em um regime autocrático. Mais do q","Para seguir a linha de argumentação do autor, as reticências inseridas após o período “transformou-se na ação de” (linha 16) poderiam ser completadas, por exemplo, com a Declaração Universal dos Direitos do Homem, de 1948. CONCURSO PÚBLICO TERCEIRO‐SECRETÁRIO DA CARREIRA DE DIPLOMATA TIPO “A” – MANHÃ"
3,1,Língua Portuguesa,anotada,Anotada,0.5802,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.3 - Semântica/_Semântica.md,Metáfora,"a repetição da palavra dor linhas 3 4 e 6 constitui a figura de linguagem anáfora
repetição palavra linhas constitui figura linguagem anáfora contexto tipo manhã poeta fingidor finge
**Contexto:** TIPO “A” – MANHÃ 1 4 O poeta é um fingidor Finge tão completamente Que chega a fingir que é dor A dor que deveras sente E os que leem o que escreve, Na dor lida sentem bem, Não as duas que ele teve, Mas só a que eles não têm E assim nas calhas de","A repetição da palavra “dor” (linhas 3, 4 e 6) constitui a figura de linguagem anáfora."
3,2,Língua Portuguesa,anotada,Anotada,0.5292,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.3 - Semântica/_Semântica.md,Metáfora,"a palavra lida linha 6 na segunda estrofe não é um substantivo e não designa o feminino de lide no sentido de labuta luta da vida
palavra lida linha segunda estrofe substantivo designa feminino lide sentido contexto tipo manhã poeta fingidor finge
**Contexto:** TIPO “A” – MANHÃ 1 4 O poeta é um fingidor Finge tão completamente Que chega a fingir que é dor A dor que deveras sente E os que leem o que escreve, Na dor lida sentem bem, Não as duas que ele teve, Mas só a que eles não têm E assim nas calhas de","A palavra “lida” (linha 6), na segunda estrofe, não é um substantivo e não designa o feminino de “lide”, no sentido de labuta, luta da vida."
