questao,item,disciplina,status,rotulo,melhor_score,melhor_arquivo,secao,query,item_texto
1,1,Língua Portuguesa,anotada,Anotada,0.6448,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.3.1 - Defeitos de conteúdo (descontextualização, simplismo, etc.)/_Defeitos de conteúdo (descontextualização, simplismo, etc.).md",**Gabarito Comentado** (parte 3),"no terceiro do o circunstanciados se refere às condicionantes da produção do conhecimento científico da época ou às circunstâncias da epistemologia vigente
terceiro circunstanciados refere condicionantes produção conhecimento científico época circunstâncias epistemologia contexto prova objetiva primeira fase manhã
**Contexto:** -- PROVA OBJETIVA – PRIMEIRA FASE – MANHÃ -- LÍNGUA PORTUGUESA (...) as nações latinas do Novo Mundo não se podem queixar de deslembradas. Cada incidente, ainda sem grande relevo, encontra repercussão na imprensa europeia. Não aparecem, é verdade","No terceiro período do texto, o termo “circunstanciados” se refere às condicionantes da produção do conhecimento científico da época, ou às circunstâncias da epistemologia vigente."
1,2,Língua Portuguesa,anotada,Anotada,0.6435,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.3.1 - Defeitos de conteúdo (descontextualização, simplismo, etc.)/_Defeitos de conteúdo (descontextualização, simplismo, etc.).md",3. Simplismo (Reducionismo): A Redução da Complexidade (parte 2),"do o faz uma pausa retórica mediante o emprego do não quarto para relativizar sua oposição ao conteúdo do imediatamente anterior e repete nos dois últimos períodos a expressão se limitam com o propósito de reforçar sua crítica à visão eurocêntrica por ele considerada superficial e pretensamente superior
pausa retórica mediante emprego quarto para relativizar oposição conteúdo imediatamente contexto prova objetiva primeira fase manhã
**Contexto:** -- PROVA OBJETIVA – PRIMEIRA FASE – MANHÃ -- LÍNGUA PORTUGUESA (...) as nações latinas do Novo Mundo não se podem queixar de deslembradas. Cada incidente, ainda sem grande relevo, encontra repercussão na imprensa europeia. Não aparecem, é verdade","Na construção argumentativa do texto, o autor faz uma pausa retórica mediante o emprego do “Não” (quarto período), para relativizar sua oposição ao conteúdo do período imediatamente anterior, e repete, nos dois últimos períodos, a expressão “se limitam” com o propósito de reforçar sua crítica à visão eurocêntrica, por ele considerada superficial e pretensamente superior."
1,3,Língua Portuguesa,anotada,Anotada,0.5999,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.3.1 - Defeitos de conteúdo (descontextualização, simplismo, etc.)/_Defeitos de conteúdo (descontextualização, simplismo, etc.).md",Exercício 2: O Papel do Conselho de Segurança da ONU,"do que as nações latino-americanas não são lembradas pela imprensa europeia ou quando o são servem no máximo como objeto de críticas de sentenças condenatórias
nações latino-americanas lembradas pela imprensa europeia quando servem máximo como contexto prova objetiva primeira fase manhã
**Contexto:** -- PROVA OBJETIVA – PRIMEIRA FASE – MANHÃ -- LÍNGUA PORTUGUESA (...) as nações latinas do Novo Mundo não se podem queixar de deslembradas. Cada incidente, ainda sem grande relevo, encontra repercussão na imprensa europeia. Não aparecem, é verdade","Infere-se do texto que as nações latino-americanas não são lembradas pela imprensa europeia, ou, quando o são, servem, no máximo, como objeto de críticas, de “sentenças condenatórias”."
1,4,Língua Portuguesa,anotada,Anotada,0.6027,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",Foco Preditivo e Dicas de Estudo,"do cada incidente ocorrido na américa latina é objeto de estudos aprofundados destinados a lavrar sentenças condenatórias
cada incidente ocorrido américa latina objeto estudos aprofundados destinados lavrar contexto prova objetiva primeira fase manhã
**Contexto:** -- PROVA OBJETIVA – PRIMEIRA FASE – MANHÃ -- LÍNGUA PORTUGUESA (...) as nações latinas do Novo Mundo não se podem queixar de deslembradas. Cada incidente, ainda sem grande relevo, encontra repercussão na imprensa europeia. Não aparecem, é verdade","Segundo o autor do texto, cada incidente ocorrido na América Latina é objeto de estudos aprofundados destinados a lavrar sentenças condenatórias."
2,1,Língua Portuguesa,anotada,Anotada,0.6362,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/_Morfossintaxe.md,Termos Essenciais,"no segundo o assinala que alguém teve a ideia de canalizar de disciplinar o entusiasmo do povo bruzundanguense com a finalidade de tornar óbvios os inconvenientes da prática de bailes e saraus para fabricar os grandes homens da república
segundo assinala alguém teve ideia canalizar disciplinar entusiasmo povo bruzundanguense contexto senhor conheci fez-se celebridade astronomia
**Contexto:** Um senhor que conheci fez-se uma celebridade em astronomia, com auxílio dos saraus que lhe eram oferecidos pelos amigos (...). E tudo isso com mais uns amigos dedicados a lhe oferecer bailes, por ocasião das suas portentosas descobertas nos céus","No segundo parágrafo, o autor assinala que alguém teve “a ideia de ‘canalizar’, de ‘disciplinar’ o entusiasmo do povo bruzundanguense” com a finalidade de tornar óbvios os inconvenientes da prática de bailes e saraus para fabricar os “grandes homens” da República."
2,2,Língua Portuguesa,anotada,Anotada,0.5741,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/O Emprego e as Funções Sintáticas dos Pronomes Pessoais na Norma Culta.md,3. Principais Desvios e Regras de Emprego,"no nos céus ignotos segundo do primeiro para expressar a natureza desconhecida do firmamento o narrador atribui aos céus uma qualidade intrinsecamente humana
céus ignotos segundo primeiro para expressar natureza desconhecida firmamento narrador contexto senhor conheci fez-se celebridade astronomia
**Contexto:** Um senhor que conheci fez-se uma celebridade em astronomia, com auxílio dos saraus que lhe eram oferecidos pelos amigos (...). E tudo isso com mais uns amigos dedicados a lhe oferecer bailes, por ocasião das suas portentosas descobertas nos céus","No segmento “nos céus ignotos” (segundo período do primeiro parágrafo), para expressar a natureza desconhecida do firmamento, o narrador atribui aos “céus” uma qualidade intrinsecamente humana."
2,3,Língua Portuguesa,anotada,Anotada,0.4945,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/O Emprego e as Funções Sintáticas dos Pronomes Pessoais na Norma Culta.md,3. Principais Desvios e Regras de Emprego,"no o emprego de paradoxo que remete em sentido conotativo ao oposto daquilo que de fato o narrador afirma
emprego paradoxo remete sentido conotativo oposto daquilo fato narrador afirma contexto senhor conheci fez-se celebridade astronomia
**Contexto:** Um senhor que conheci fez-se uma celebridade em astronomia, com auxílio dos saraus que lhe eram oferecidos pelos amigos (...). E tudo isso com mais uns amigos dedicados a lhe oferecer bailes, por ocasião das suas portentosas descobertas nos céus","Evidencia-se no texto o emprego de paradoxo, que remete, em sentido conotativo, ao oposto daquilo que de fato o narrador afirma."
2,4,Língua Portuguesa,anotada,Anotada,0.5612,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/O Emprego e as Funções Sintáticas dos Pronomes Pessoais na Norma Culta.md,3. Principais Desvios e Regras de Emprego,"o portentosas segundo do primeiro no da coerência de suas ideias por assombrosas espaço livre
portentosas segundo primeiro coerência suas ideias assombrosas espaço livre contexto senhor conheci fez-se celebridade astronomia
**Contexto:** Um senhor que conheci fez-se uma celebridade em astronomia, com auxílio dos saraus que lhe eram oferecidos pelos amigos (...). E tudo isso com mais uns amigos dedicados a lhe oferecer bailes, por ocasião das suas portentosas descobertas nos céus","O termo “portentosas” (segundo período do primeiro parágrafo) poderia ser substituído no texto, sem prejuízo da coerência de suas ideias, por assombrosas. Espaço livre"
3,1,Língua Portuguesa,anotada,Anotada,0.5676,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.3.1 - Defeitos de conteúdo (descontextualização, simplismo, etc.)/_Defeitos de conteúdo (descontextualização, simplismo, etc.).md",8. Contradição: A Autodestruição da Coerência,"no quarto o conformar esse quadro antitético pode ser entendido como contextualizar de forma contrária à visão do iluminismo a natureza humana
quarto conformar esse quadro antitético pode entendido como contextualizar forma contexto afinal homens nascem iguais apenas
**Contexto:** Afinal, os homens nascem iguais, apenas sem uma definição completa da natureza. Em Rousseau, por exemplo, com a noção do “bom selvagem”, essa ideia estará absolutamente presente. A alteridade desses “novos homens” transformada em modelo lógico se","No quarto parágrafo, o segmento “conformar esse quadro antitético” pode ser entendido como contextualizar, de forma contrária à visão do Iluminismo, a natureza humana."
3,2,Língua Portuguesa,anotada,Anotada,0.6400,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.3.1 - Defeitos de conteúdo (descontextualização, simplismo, etc.)/_Defeitos de conteúdo (descontextualização, simplismo, etc.).md",4. Obviedade: O Argumento do Lugar-Comum,"no segundo do quinto o advérbio simetricamente transmite a ideia de que quanto maior o conhecimento sobre os povos colonizados mais se confirma a tese do bom selvagem
segundo quinto advérbio simetricamente transmite ideia quanto maior conhecimento sobre contexto afinal homens nascem iguais apenas
**Contexto:** Afinal, os homens nascem iguais, apenas sem uma definição completa da natureza. Em Rousseau, por exemplo, com a noção do “bom selvagem”, essa ideia estará absolutamente presente. A alteridade desses “novos homens” transformada em modelo lógico se","No segundo período do quinto parágrafo, o advérbio “simetricamente” transmite a ideia de que, quanto maior o conhecimento sobre os povos colonizados, mais se confirma a tese do bom selvagem."
