questao,item,disciplina,status,rotulo,melhor_score,melhor_arquivo,secao,query,item_texto
1,1,Língua Portuguesa,anotada,Anotada,0.5935,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",Introdução e Relevância para o CACD,"a primeira estrofe poderia ser redigida em prosa mantendo-se o sentido original da seguinte forma ainda que todo o brasil se prosterne aos seus pés eu não curvo o joelho à riqueza arbitrária mais desprezível que as pessoas vis que se humilham diante dela
primeira estrofe poderia redigida prosa mantendo-se sentido original seguinte forma contexto manhã edital fevereiro 2022 concurso
**Contexto:** Manhã EDITAL No 1, DE 15 DE FEVEREIRO DE 2022 CONCURSO DE ADMISSÃO À CARREIRA DE DIPLOMATA CARGO: TERCEIRO-SECRETÁRIO DA CARREIRA DE DIPLOMATA Tipo Data da prova: “A” Domingo, 17/4/2022. I N S T R U Ç Õ E S  Você receberá do fiscal: o 1 (um) cad","A primeira estrofe poderia ser redigida em prosa, mantendo-se o sentido original, da seguinte forma: Ainda que todo o Brasil se prosterne aos seus pés, eu não curvo o joelho à riqueza arbitrária, mais desprezível que as pessoas vis que se humilham diante dela."
1,2,Língua Portuguesa,anotada,Anotada,0.5864,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",Introdução e Relevância para o CACD,"a palavra fado linha 6 é semanticamente próxima de fortuna linha 1
palavra fado linha semanticamente próxima fortuna contexto manhã edital fevereiro 2022 concurso
**Contexto:** Manhã EDITAL No 1, DE 15 DE FEVEREIRO DE 2022 CONCURSO DE ADMISSÃO À CARREIRA DE DIPLOMATA CARGO: TERCEIRO-SECRETÁRIO DA CARREIRA DE DIPLOMATA Tipo Data da prova: “A” Domingo, 17/4/2022. I N S T R U Ç Õ E S  Você receberá do fiscal: o 1 (um) cad",A palavra “fado” (linha 6) é semanticamente próxima de “fortuna” (linha 1).
1,3,Língua Portuguesa,anotada,Anotada,0.5227,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",Introdução e Relevância para o CACD,"ao repetir meu nome linhas 10 e 14 josé bonifácio luta contra seu esquecimento por meio do apelo ao sacrifício pela pátria
repetir nome linhas josé bonifácio luta contra esquecimento meio apelo contexto manhã edital fevereiro 2022 concurso
**Contexto:** Manhã EDITAL No 1, DE 15 DE FEVEREIRO DE 2022 CONCURSO DE ADMISSÃO À CARREIRA DE DIPLOMATA CARGO: TERCEIRO-SECRETÁRIO DA CARREIRA DE DIPLOMATA Tipo Data da prova: “A” Domingo, 17/4/2022. I N S T R U Ç Õ E S  Você receberá do fiscal: o 1 (um) cad","Ao repetir “meu nome” (linhas 10 e 14), José Bonifácio luta contra seu esquecimento por meio do apelo ao sacrifício pela Pátria."
1,4,Língua Portuguesa,anotada,Anotada,0.5398,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",Introdução e Relevância para o CACD,"nas duas últimas estrofes o expressa sua visão de que o brasil poderia ter sido rival econômico do velho continente mas se tornou presa de aves de rapina
duas últimas estrofes expressa visão brasil poderia sido rival econômico contexto manhã edital fevereiro 2022 concurso
**Contexto:** Manhã EDITAL No 1, DE 15 DE FEVEREIRO DE 2022 CONCURSO DE ADMISSÃO À CARREIRA DE DIPLOMATA CARGO: TERCEIRO-SECRETÁRIO DA CARREIRA DE DIPLOMATA Tipo Data da prova: “A” Domingo, 17/4/2022. I N S T R U Ç Õ E S  Você receberá do fiscal: o 1 (um) cad","Nas duas últimas estrofes, o autor expressa sua visão de que o Brasil poderia ter sido rival econômico do Velho Continente, mas se tornou presa de aves de rapina."
2,1,Língua Portuguesa,anotada,Anotada,0.5318,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/_Morfossintaxe.md,10. **Orações Subordinadas Substantivas** (parte 2),"na linha 21 a palavra desencadeada tem o sentido de reação em cadeia gerada pela fantasia íntima
linha palavra desencadeada sentido reação cadeia gerada pela fantasia íntima contexto presa aves rapina para muitos
**Contexto:** presa de aves de rapina. 1 4 Para muitos de vós a curiosa e sugestiva exposição que gloriosamente inauguramos hoje é uma aglomeração de “horrores”. [...] Não está terminado o vosso espanto. Outros “horrores” vos esperam. [...] Nenhum preconceito","Na linha 21, a palavra “desencadeada” tem o sentido de reação em cadeia gerada pela “fantasia íntima”."
2,2,Língua Portuguesa,anotada,Anotada,0.6244,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/O Emprego e as Funções Sintáticas dos Pronomes Pessoais na Norma Culta.md,3. Principais Desvios e Regras de Emprego,"apesar de subjetivismo e objetivismo serem conceitos distintos e opostos o opina que a liberdade permite a transformação do primeiro no segundo de maneira que não pode ser prevista conforme normas científicas
apesar subjetivismo objetivismo serem conceitos distintos opostos opina liberdade permite contexto presa aves rapina para muitos
**Contexto:** presa de aves de rapina. 1 4 Para muitos de vós a curiosa e sugestiva exposição que gloriosamente inauguramos hoje é uma aglomeração de “horrores”. [...] Não está terminado o vosso espanto. Outros “horrores” vos esperam. [...] Nenhum preconceito","Apesar de subjetivismo e objetivismo serem conceitos distintos e opostos, o autor opina que a liberdade permite a transformação do primeiro no segundo, de maneira que não pode ser prevista conforme normas científicas."
2,3,Língua Portuguesa,anotada,Anotada,0.5780,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/_Morfossintaxe.md,26. **Técnicas de Análise Sintática**,"no excerto no brasil arte de vencidos linhas de 30 a 36 o ressalta a importância da alegria como método de superação da tristeza e da melancolia substratos de nosso lirismo
excerto brasil arte vencidos linhas ressalta importância alegria como método contexto presa aves rapina para muitos
**Contexto:** presa de aves de rapina. 1 4 Para muitos de vós a curiosa e sugestiva exposição que gloriosamente inauguramos hoje é uma aglomeração de “horrores”. [...] Não está terminado o vosso espanto. Outros “horrores” vos esperam. [...] Nenhum preconceito","No excerto “No Brasil […] arte de vencidos” (linhas de 30 a 36), o autor ressalta a importância da alegria como método de superação da tristeza e da melancolia, substratos de nosso lirismo."
2,4,Língua Portuguesa,anotada,Anotada,0.5789,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/_Morfossintaxe.md,26. **Técnicas de Análise Sintática**,"a ideia contida no último do indica que a arte tem função metafórica no sentido etimológico de transporte tipo a manhã
ideia contida último indica arte função metafórica sentido etimológico transporte contexto presa aves rapina para muitos
**Contexto:** presa de aves de rapina. 1 4 Para muitos de vós a curiosa e sugestiva exposição que gloriosamente inauguramos hoje é uma aglomeração de “horrores”. [...] Não está terminado o vosso espanto. Outros “horrores” vos esperam. [...] Nenhum preconceito","A ideia contida no último período do texto indica que a arte tem função metafórica, no sentido etimológico de transporte. TIPO “A” MANHÃ"
3,1,Língua Portuguesa,anotada,Anotada,0.6575,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",Exemplos Práticos,"o defende a concepção de que há autores demais no país o que dificulta distinguir entre os que versejam por diletantismo e os que têm verdadeiro talento
defende concepção autores demais país dificulta distinguir entre versejam diletantismo contexto tipo manhã para responder questões
**Contexto:** rte. TIPO “A” - MANHÃ Texto 1 para responder às questões 3 e 4. 1 4 Discurso sobre a história da literatura do Brasil Através das espessas trevas em que se achavam envolvidos os homens neste continente americano, viram-se alguns espíritos superio","O texto defende a concepção de que há autores demais no País, o que dificulta distinguir entre os que versejam por diletantismo e os que têm verdadeiro talento."
3,2,Língua Portuguesa,anotada,Anotada,0.6206,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",Exemplos Práticos,"a última frase do é uma ironia que exprime a crítica do ao desprezo dirigido aos literatos no brasil
última frase ironia exprime crítica desprezo dirigido literatos brasil contexto tipo manhã para responder questões
**Contexto:** rte. TIPO “A” - MANHÃ Texto 1 para responder às questões 3 e 4. 1 4 Discurso sobre a história da literatura do Brasil Através das espessas trevas em que se achavam envolvidos os homens neste continente americano, viram-se alguns espíritos superio",A última frase do texto é uma ironia que exprime a crítica do autor ao desprezo dirigido aos literatos no Brasil.
