questao,item,disciplina,status,rotulo,melhor_score,melhor_arquivo,secao,query,item_texto
35,1,Língua Inglesa,candidata,Candidata,0.4228,"02 - LÍNGUA INGLESA/01 - Primeira Fase/1 - Compreensão de textos escritos/_Lexicology, Register, and Stylistic Density.md",Block 3 — TPS Radar (Classic Pitfalls) (parte 2),"in line 21 the word fancy could be replaced with whim without changing the meaning of the sentence
line word fancy could replaced with whim without changing meaning contexto tarde edital fevereiro 2022 concurso
**Contexto:** Tarde EDITAL No 1, DE 15 DE FEVEREIRO DE 2022 CONCURSO DE ADMISSÃO À CARREIRA DE DIPLOMATA CARGO: TERCEIRO-SECRETÁRIO DA CARREIRA DE DIPLOMATA Tipo Data da prova: “A” Domingo, 17/4/2022. I N S T R U Ç Õ E S  Você receberá do fiscal: o 1 (um) cad","In line 21, the word “fancy” could be replaced with whim without changing the meaning of the sentence."
35,2,Língua Inglesa,fraca,Sinal fraco,0.2851,"02 - LÍNGUA INGLESA/01 - Primeira Fase/1 - Compreensão de textos escritos/_Lexicology, Register, and Stylistic Density.md",The Rhetorical Function of Dense Literary Prose,"dutch paintings depicting noble and common people alongside in the winter reflected the consciously invented vision of how the possessing classes wished life in the netherlands to be
dutch paintings depicting noble common people alongside winter reflected consciously contexto tarde edital fevereiro 2022 concurso
**Contexto:** Tarde EDITAL No 1, DE 15 DE FEVEREIRO DE 2022 CONCURSO DE ADMISSÃO À CARREIRA DE DIPLOMATA CARGO: TERCEIRO-SECRETÁRIO DA CARREIRA DE DIPLOMATA Tipo Data da prova: “A” Domingo, 17/4/2022. I N S T R U Ç Õ E S  Você receberá do fiscal: o 1 (um) cad",Dutch paintings depicting noble and common people alongside in the winter reflected the consciously invented vision of how the possessing classes wished life in the Netherlands to be.
35,3,Língua Inglesa,anotada,Anotada,0.4550,"02 - LÍNGUA INGLESA/01 - Primeira Fase/1 - Compreensão de textos escritos/_Lexicology, Register, and Stylistic Density.md",Diplomatic Vocabulary (parte 2),"in line 34 the word allegiance could be replaced with loyalty without changing the meaning of the sentence
line word allegiance could replaced with loyalty without changing meaning contexto tarde edital fevereiro 2022 concurso
**Contexto:** Tarde EDITAL No 1, DE 15 DE FEVEREIRO DE 2022 CONCURSO DE ADMISSÃO À CARREIRA DE DIPLOMATA CARGO: TERCEIRO-SECRETÁRIO DA CARREIRA DE DIPLOMATA Tipo Data da prova: “A” Domingo, 17/4/2022. I N S T R U Ç Õ E S  Você receberá do fiscal: o 1 (um) cad","In line 34, the word “allegiance” could be replaced with loyalty without changing the meaning of the sentence."
35,4,Língua Inglesa,anotada,Anotada,0.4858,"02 - LÍNGUA INGLESA/01 - Primeira Fase/1 - Compreensão de textos escritos/_Lexicology, Register, and Stylistic Density.md",The Rhetorical Function of Dense Literary Prose,"the text argues that the artistic expressions associated with dutch culture would have been a transient phenomenon had it not been embraced by the non-elite dutch people
text argues that artistic expressions associated with dutch culture would contexto tarde edital fevereiro 2022 concurso
**Contexto:** Tarde EDITAL No 1, DE 15 DE FEVEREIRO DE 2022 CONCURSO DE ADMISSÃO À CARREIRA DE DIPLOMATA CARGO: TERCEIRO-SECRETÁRIO DA CARREIRA DE DIPLOMATA Tipo Data da prova: “A” Domingo, 17/4/2022. I N S T R U Ç Õ E S  Você receberá do fiscal: o 1 (um) cad",The text argues that the artistic expressions associated with Dutch culture would have been a transient phenomenon had it not been embraced by the non-elite Dutch people.
36,1,Língua Inglesa,candidata,Candidata,0.3453,02 - LÍNGUA INGLESA/01 - Primeira Fase/2 - Itens gramaticais relevantes/_Itens gramaticais relevantes.md,5. Vocabulary from the CACD Text (Thematic),"the feeling that dutch of all social conditions were part of a common group whose experience was expressed by a common culture was compromised by the participation in war and by the burden of taxes imposed by the dutch government
feeling that dutch social conditions were part common group whose contexto been embraced non-elite people
**Contexto:** been embraced by the non-elite Dutch people. Considering the ideas and the vocabulary presented in the text, mark the following items as right (C) or wrong (E).","The feeling that Dutch of all social conditions were part of a common group, whose experience was expressed by a common culture, was compromised by the participation in war and by the burden of taxes imposed by the Dutch government."
36,2,Língua Inglesa,candidata,Candidata,0.3718,02 - LÍNGUA INGLESA/01 - Primeira Fase/2 - Itens gramaticais relevantes/_Itens gramaticais relevantes.md,5. Vocabulary from the CACD Text (Thematic),"in line 9 the expression propertied nation refers to the sovereignty of the dutch nation
line expression propertied nation refers sovereignty dutch contexto been embraced non-elite people
**Contexto:** been embraced by the non-elite Dutch people. Considering the ideas and the vocabulary presented in the text, mark the following items as right (C) or wrong (E).","In line 9, the expression “propertied nation” refers to the sovereignty of the Dutch nation."
36,3,Língua Inglesa,candidata,Candidata,0.3048,02 - LÍNGUA INGLESA/01 - Primeira Fase/2 - Itens gramaticais relevantes/_Itens gramaticais relevantes.md,Key Examples,"the text admits that dutch culture understood as collective ways of seeing themselves and the world beyond in lines 5 and 6 was a conscious invention
text admits that dutch culture understood collective ways seeing themselves contexto been embraced non-elite people
**Contexto:** been embraced by the non-elite Dutch people. Considering the ideas and the vocabulary presented in the text, mark the following items as right (C) or wrong (E).","The text admits that Dutch culture, understood as “collective ways of seeing themselves, and the world beyond”, in lines 5 and 6, was a conscious invention."
36,4,Língua Inglesa,candidata,Candidata,0.3693,"02 - LÍNGUA INGLESA/01 - Primeira Fase/1 - Compreensão de textos escritos/_Lexicology, Register, and Stylistic Density.md",The Rhetorical Function of Dense Literary Prose,"although conceived by a few local intellectuals and elite members dutch culture exerted an appeal over the rest of the country because the latter saw themselves reflected by those artistic expressions tipo a tarde
although conceived local intellectuals elite members dutch culture exerted appeal contexto been embraced non-elite people
**Contexto:** been embraced by the non-elite Dutch people. Considering the ideas and the vocabulary presented in the text, mark the following items as right (C) or wrong (E).","Although conceived by a few local intellectuals and elite members, Dutch culture exerted an appeal over the rest of the country because the latter saw themselves reflected by those artistic expressions. TIPO “A” TARDE"
37,1,Língua Inglesa,candidata,Candidata,0.4386,"02 - LÍNGUA INGLESA/01 - Primeira Fase/1 - Compreensão de textos escritos/_Lexicology, Register, and Stylistic Density.md",Diplomatic Vocabulary (parte 1),"as a consequence of the extreme fragmentation of american policy-making and diplomacy ambassadors of the united states represent only the interests of the federal government abroad
consequence extreme fragmentation american policy-making diplomacy ambassadors united states represent contexto certain broader conditions must also
**Contexto:** 1 4 “Certain broader conditions must also be borne in mind when one considers the future of foreign service work. Among the most significant has been the extreme fragmentation of American policy-making and diplomacy in recent years. Effective dip","As a consequence of the extreme fragmentation of American policy-making and diplomacy, ambassadors of the United States represent only the interests of the federal government abroad."
37,2,Língua Inglesa,anotada,Anotada,0.5565,"02 - LÍNGUA INGLESA/01 - Primeira Fase/1 - Compreensão de textos escritos/_Lexicology, Register, and Stylistic Density.md",Diplomatic Vocabulary (parte 1),"texts of treaties agreed upon by the american chief executive in an international negotiation might come to be later rejected or modified by the senate of the united states
texts treaties agreed upon american chief executive international negotiation might contexto certain broader conditions must also
**Contexto:** 1 4 “Certain broader conditions must also be borne in mind when one considers the future of foreign service work. Among the most significant has been the extreme fragmentation of American policy-making and diplomacy in recent years. Effective dip",Texts of treaties agreed upon by the American chief executive in an international negotiation might come to be later rejected or modified by the Senate of the United States.
