questao,item,disciplina,status,rotulo,melhor_score,melhor_arquivo,secao,query,item_texto
1,1,Língua Portuguesa,anotada,Anotada,0.5735,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",Introdução e Relevância para o CACD,"nilo peçanha deferiu o pedido de inscrição de maria josé de castro rebello mendes no certame para a contratação de terceiro oficial da secretaria de estado em razão da carência de pessoal por que vinha passando essa secretaria há mais de uma década
nilo peçanha deferiu pedido inscrição maria josé castro rebello mendes contexto tipo edital julho 2019 concurso
**Contexto:** Tipo “A” EDITAL Nº 1, DE 5 DE JULHO DE 2019 CONCURSO DE ADMISSÃO À CARREIRA DE DIPLOMATA CARGO: TERCEIRO-SECRETÁRIO DA CARREIRA DE DIPLOMATA Data e horário da prova: domingo, 8/9/2019, às 9h30. I N S T R U Ç Õ E S  Você receberá do fiscal: o um","Nilo Peçanha deferiu o pedido de inscrição de Maria José de Castro Rebello Mendes no certame para a contratação de terceiro oficial da Secretaria de Estado, em razão da carência de pessoal por que vinha passando essa secretaria há mais de uma década."
1,2,Língua Portuguesa,anotada,Anotada,0.5314,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",Introdução e Relevância para o CACD,"em seu despacho o chanceler demonstra apoio irrestrito à inscrição de maria josé de castro rebello mendes dados os dispositivos legais vigentes à época a esse respeito
despacho chanceler demonstra apoio irrestrito inscrição maria josé castro rebello contexto tipo edital julho 2019 concurso
**Contexto:** Tipo “A” EDITAL Nº 1, DE 5 DE JULHO DE 2019 CONCURSO DE ADMISSÃO À CARREIRA DE DIPLOMATA CARGO: TERCEIRO-SECRETÁRIO DA CARREIRA DE DIPLOMATA Data e horário da prova: domingo, 8/9/2019, às 9h30. I N S T R U Ç Õ E S  Você receberá do fiscal: o um","Em seu despacho, o chanceler demonstra apoio irrestrito à inscrição de Maria José de Castro Rebello Mendes, dados os dispositivos legais vigentes à época a esse respeito."
1,3,Língua Portuguesa,anotada,Anotada,0.5671,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",Introdução e Relevância para o CACD,"as instruções aprovadas por meio do decreto no 12 998 de 24 de abril de 1918 para os concursos para terceiros oficiais da secretaria de estado vêm sendo aperfeiçoadas desde então mas muitas das instruções então aprovadas permanecem válidas até os dias de hoje
instruções aprovadas meio decreto abril 1918 para concursos terceiros oficiais contexto tipo edital julho 2019 concurso
**Contexto:** Tipo “A” EDITAL Nº 1, DE 5 DE JULHO DE 2019 CONCURSO DE ADMISSÃO À CARREIRA DE DIPLOMATA CARGO: TERCEIRO-SECRETÁRIO DA CARREIRA DE DIPLOMATA Data e horário da prova: domingo, 8/9/2019, às 9h30. I N S T R U Ç Õ E S  Você receberá do fiscal: o um","As instruções aprovadas por meio do Decreto no 12.998, de 24 de abril de 1918, para os concursos para terceiros oficiais da Secretaria de Estado vêm sendo aperfeiçoadas desde então, mas muitas das instruções então aprovadas permanecem válidas até os dias de hoje."
1,4,Língua Portuguesa,anotada,Anotada,0.5285,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",Introdução e Relevância para o CACD,"o requerimento de inscrição de maria josé de castro rebello mendes a despeito da polêmica causada foi rapidamente deferido
requerimento inscrição maria josé castro rebello mendes despeito polêmica causada contexto tipo edital julho 2019 concurso
**Contexto:** Tipo “A” EDITAL Nº 1, DE 5 DE JULHO DE 2019 CONCURSO DE ADMISSÃO À CARREIRA DE DIPLOMATA CARGO: TERCEIRO-SECRETÁRIO DA CARREIRA DE DIPLOMATA Data e horário da prova: domingo, 8/9/2019, às 9h30. I N S T R U Ç Õ E S  Você receberá do fiscal: o um","O requerimento de inscrição de Maria José de Castro Rebello Mendes, a despeito da polêmica causada, foi rapidamente deferido."
2,1,Língua Portuguesa,anotada,Anotada,0.5337,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.3 - Semântica/_Semântica.md,Ironia,"na linha 5 a omissão do pronome se junto da forma verbal haver promoveria incorreção e incoerência ao
linha omissão pronome junto forma verbal haver promoveria incorreção incoerência contexto josé castro rebello mendes despeito
**Contexto:** José de Castro Rebello Mendes, a despeito da polêmica causada, foi rapidamente deferido.","Na linha 5, a omissão do pronome “se” junto da forma verbal “haver” promoveria incorreção e incoerência ao texto."
2,2,Língua Portuguesa,anotada,Anotada,0.5072,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.3 - Semântica/_Semântica.md,Ironia,"a substituição do ponto e vírgula empregado após estado linha 11 por vírgula manteria a correção do
substituição ponto vírgula empregado após estado linha manteria correção contexto josé castro rebello mendes despeito
**Contexto:** José de Castro Rebello Mendes, a despeito da polêmica causada, foi rapidamente deferido.",A substituição do ponto e vírgula empregado após “Estado” (linha 11) por vírgula manteria a correção do texto.
2,3,Língua Portuguesa,anotada,Anotada,0.5306,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",Foco Preditivo e Dicas de Estudo,"na linha 37 é facultativo o emprego da preposição a em no cargo a que aspira
linha facultativo emprego preposição cargo aspira contexto josé castro rebello mendes despeito
**Contexto:** José de Castro Rebello Mendes, a despeito da polêmica causada, foi rapidamente deferido.","Na linha 37, é facultativo o emprego da preposição “a” em “no cargo a que aspira”."
2,4,Língua Portuguesa,anotada,Anotada,0.5434,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/_Morfossintaxe.md,🔗 **III. TERMOS ACESSÓRIOS**,"a forma nominal adicionada linha 62 concorda em gênero e número com o nome sentença linha 65 a que se refere espaço livre concurso público terceiro-secretário da carreira de diplomata tipo a
forma nominal adicionada linha concorda gênero número nome sentença refere contexto josé castro rebello mendes despeito
**Contexto:** José de Castro Rebello Mendes, a despeito da polêmica causada, foi rapidamente deferido.",A forma nominal “adicionada” (linha 62) concorda em gênero e número com o nome “sentença” (linha 65) a que se refere. Espaço livre CONCURSO PÚBLICO TERCEIRO-SECRETÁRIO DA CARREIRA DE DIPLOMATA – TIPO “A”
3,1,Língua Portuguesa,anotada,Anotada,0.6645,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.3.1 - Defeitos de conteúdo (descontextualização, simplismo, etc.)/_Defeitos de conteúdo (descontextualização, simplismo, etc.).md",1. Descontextualização: O Argumento Deslocado,"as polêmicas e os debates acerca da língua portuguesa no decorrer do século 19 constituem-se em um debate político em torno da língua
polêmicas debates acerca língua portuguesa decorrer século constituem-se debate político contexto questões emergência brasil independente correlata
**Contexto:** às questões 3 e 4. 1 4 O contexto de emergência do Brasil independente e da correlata ideia de uma nacionalidade brasileira, no decorrer do século 19, é recheado de polêmicas e debates públicos levados a cabo por intelectuais, gramáticos, filólog",As polêmicas e os debates acerca da língua portuguesa no decorrer do século 19 constituem-se em um debate político em torno da língua.
3,2,Língua Portuguesa,anotada,Anotada,0.7035,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",2. Níveis de Linguagem e Variação Linguística,"o critica a ausência de destaque nas políticas linguísticas brasileiras às influências das línguas africanas sobre a língua portuguesa
critica ausência destaque políticas linguísticas brasileiras influências línguas africanas sobre contexto questões emergência brasil independente correlata
**Contexto:** às questões 3 e 4. 1 4 O contexto de emergência do Brasil independente e da correlata ideia de uma nacionalidade brasileira, no decorrer do século 19, é recheado de polêmicas e debates públicos levados a cabo por intelectuais, gramáticos, filólog","O texto critica a ausência de destaque, nas políticas linguísticas brasileiras, às influências das línguas africanas sobre a língua portuguesa."
