questao,item,disciplina,status,rotulo,melhor_score,melhor_arquivo,secao,query,item_texto
35,1,Língua Inglesa,anotada,Anotada,0.5405,"02 - LÍNGUA INGLESA/01 - Primeira Fase/1 - Compreensão de textos escritos/_Lexicology, Register, and Stylistic Density.md",The Rhetorical Function of Dense Literary Prose,"for the authors the changes brought about by new communications technologies are affecting the essence of diplomacy as never before
authors changes brought about communications technologies affecting essence diplomacy never contexto língua inglesa text with this
**Contexto:** LÍNGUA INGLESA Text I With this report, our aim is to present initial 1 reflections on diplomacy in the digital age. In the ongoing debate amongst international relations scholars, information and communication technology (ICT) experts, digital 4","For the authors, the changes brought about by new communications technologies are affecting the essence of diplomacy as never before."
35,2,Língua Inglesa,anotada,Anotada,0.5400,"02 - LÍNGUA INGLESA/01 - Primeira Fase/1 - Compreensão de textos escritos/_Lexicology, Register, and Stylistic Density.md",Diplomatic Vocabulary (parte 1),"the text lists three different kinds of change which affect diplomacy those originated in international and domestic scenarios those coming from the main centres of authority and the ones which are related to societal transformations
text lists three different kinds change which affect diplomacy those contexto língua inglesa with this
**Contexto:** LÍNGUA INGLESA Text I With this report, our aim is to present initial 1 reflections on diplomacy in the digital age. In the ongoing debate amongst international relations scholars, information and communication technology (ICT) experts, digital 4",The text lists three different kinds of change which affect diplomacy: those originated in international and domestic scenarios; those coming from the main centres of authority; and the ones which are related to societal transformations.
35,3,Língua Inglesa,anotada,Anotada,0.5487,"02 - LÍNGUA INGLESA/01 - Primeira Fase/1 - Compreensão de textos escritos/_Lexicology, Register, and Stylistic Density.md",The Rhetorical Function of Dense Literary Prose,"due to the close relationship that exists between diplomacy and communication diplomats have managed to bring their communicative skills to perfection in order to work autonomously with new digital media
close relationship that exists between diplomacy communication diplomats have managed contexto língua inglesa text with this
**Contexto:** LÍNGUA INGLESA Text I With this report, our aim is to present initial 1 reflections on diplomacy in the digital age. In the ongoing debate amongst international relations scholars, information and communication technology (ICT) experts, digital 4","Due to the close relationship that exists between diplomacy and communication, diplomats have managed to bring their communicative skills to perfection in order to work autonomously with new digital media."
35,4,Língua Inglesa,anotada,Anotada,0.5492,"02 - LÍNGUA INGLESA/01 - Primeira Fase/1 - Compreensão de textos escritos/_Lexicology, Register, and Stylistic Density.md",The Rhetorical Function of Dense Literary Prose,"the authors are critical of the kind of explanation analysts have given for the phenomenon of diplomacy in the digital age which according to the authors should be approached more thoroughly
authors critical kind explanation analysts have given phenomenon diplomacy digital contexto língua inglesa text with this
**Contexto:** LÍNGUA INGLESA Text I With this report, our aim is to present initial 1 reflections on diplomacy in the digital age. In the ongoing debate amongst international relations scholars, information and communication technology (ICT) experts, digital 4","The authors are critical of the kind of explanation analysts have given for the phenomenon of diplomacy in the digital age, which, according to the authors, should be approached more thoroughly."
36,1,Língua Inglesa,candidata,Candidata,0.4327,02 - LÍNGUA INGLESA/01 - Primeira Fase/2 - Itens gramaticais relevantes/_Itens gramaticais relevantes.md,The Four -ING Structures,"in the first paragraph the words ongoing r 2 and advocates r 5 can be correctly and respectively replaced by far-reaching and lawyers without this changing the meaning of the passage
first paragraph words ongoing advocates correctly respectively replaced far-reaching lawyers contexto pproached more thoroughly decide whether
**Contexto:** pproached more thoroughly. Decide whether the following statements are right (C) or wrong (E) according to text I.","In the first paragraph, the words “ongoing” (R.2) and “advocates” (R.5) can be correctly and respectively replaced by far-reaching and lawyers without this changing the meaning of the passage."
36,2,Língua Inglesa,candidata,Candidata,0.3835,02 - LÍNGUA INGLESA/01 - Primeira Fase/2 - Itens gramaticais relevantes/_Itens gramaticais relevantes.md,Present Perfect Continuous — Mandatory Formula,"the passage what has always happened to it r 7 can be correctly replaced by what has always happened to it which means that or by what has always happened to it which is to say
passage what always happened correctly replaced which means that contexto pproached more thoroughly decide whether
**Contexto:** pproached more thoroughly. Decide whether the following statements are right (C) or wrong (E) according to text I.","The passage “what has always happened to it:” (R.7) can be correctly replaced by what has always happened to it, which means that or by what has always happened to it, which is to say."
36,3,Língua Inglesa,candidata,Candidata,0.4200,"02 - LÍNGUA INGLESA/01 - Primeira Fase/1 - Compreensão de textos escritos/_Lexicology, Register, and Stylistic Density.md",The Rhetorical Function of Dense Literary Prose,"in the end of the second paragraph the authors express the opinion that the so-called new statecraft r 22 also known as digital diplomacy r 23 is too simplistic r 24
second paragraph authors express opinion that so-called statecraft also known contexto pproached more thoroughly decide whether
**Contexto:** pproached more thoroughly. Decide whether the following statements are right (C) or wrong (E) according to text I.","In the end of the second paragraph, the authors express the opinion that the so-called ‘new statecraft’(R.22), also known as “digital diplomacy” (R.23), is “too simplistic” (R.24)."
36,4,Língua Inglesa,candidata,Candidata,0.4287,"02 - LÍNGUA INGLESA/01 - Primeira Fase/1 - Compreensão de textos escritos/_Lexicology, Register, and Stylistic Density.md",Block 4 — Discursive Script (Phase 3/4 - Composition),"the passage the lure of quick fixes addressing multifaceted processes of change r 29 and 30 could be replaced by the temptation of finding easy solutions for manifold processes of change and this would still keep the paragraph coherent espaço livre text ii what do politically minded visitors to a zoo feel when
passage lure quick fixes addressing multifaceted processes change could replaced contexto pproached more thoroughly decide whether
**Contexto:** pproached more thoroughly. Decide whether the following statements are right (C) or wrong (E) according to text I.",The passage “the lure of quick fixes addressing multifaceted processes of change” (R. 29 and 30) could be replaced by the temptation of finding easy solutions for manifold processes of change and this would still keep the paragraph coherent. Espaço livre Text II What do politically minded visitors to a zoo feel when
37,1,Língua Inglesa,fraca,Sinal fraco,0.2759,"02 - LÍNGUA INGLESA/01 - Primeira Fase/1 - Compreensão de textos escritos/_Lexicology, Register, and Stylistic Density.md",Block 3 — TPS Radar (Classic Pitfalls) (parte 2),"the author starts his text by mentioning people who stand apart from most because of their understanding of the political implications which may arise from the presence of panda bears in countries other than china
author starts text mentioning people stand apart from most because contexto they front panda bear
**Contexto:** 1 they stand in front of the panda bear’s cage? The previously cute panda may suddenly strike them as strange — there is an intuitive knowledge that this panda, constantly eating bamboo 4 in front of a cheerful and amazed audience, is deeply char",The author starts his text by mentioning people who stand apart from most because of their understanding of the political implications which may arise from the presence of panda bears in countries other than China.
37,2,Língua Inglesa,fraca,Sinal fraco,0.2675,"02 - LÍNGUA INGLESA/01 - Primeira Fase/1 - Compreensão de textos escritos/_Lexicology, Register, and Stylistic Density.md",Block 3 — TPS Radar (Classic Pitfalls) (parte 2),"the passage the previously cute panda may suddenly strike them as strange r 2 and 3 indicates that people may become aware that panda bears kept outside china can be signs of international political forces
passage previously cute panda suddenly strike them strange indicates that contexto they stand front bear
**Contexto:** 1 they stand in front of the panda bear’s cage? The previously cute panda may suddenly strike them as strange — there is an intuitive knowledge that this panda, constantly eating bamboo 4 in front of a cheerful and amazed audience, is deeply char",The passage “The previously cute panda may suddenly strike them as strange” (R. 2 and 3) indicates that people may become aware that panda bears kept outside China can be signs of international political forces.
37,3,Língua Inglesa,candidata,Candidata,0.3093,02 - LÍNGUA INGLESA/01 - Primeira Fase/2 - Itens gramaticais relevantes/_Itens gramaticais relevantes.md,5. Vocabulary from the CACD Text (Thematic),"one can correctly infer from the text that the author is against the exploitation of animals for political or diplomatic ends
correctly infer from text that author against exploitation animals political contexto they stand front panda bear
**Contexto:** 1 they stand in front of the panda bear’s cage? The previously cute panda may suddenly strike them as strange — there is an intuitive knowledge that this panda, constantly eating bamboo 4 in front of a cheerful and amazed audience, is deeply char",One can correctly infer from the text that the author is against the exploitation of animals for political or diplomatic ends.
