questao,item,disciplina,status,rotulo,melhor_score,melhor_arquivo,secao,query,item_texto
35,1,Língua Inglesa,anotada,Anotada,0.4837,"02 - LÍNGUA INGLESA/01 - Primeira Fase/1 - Compreensão de textos escritos/_Lexicology, Register, and Stylistic Density.md",Diplomatic Vocabulary (parte 1),"the author states that the covid-19 pandemic has interrupted diplomatic discussions around the globe
author states that covid-19 pandemic interrupted diplomatic discussions around globe contexto tipo edital junho 2020 concurso
**Contexto:** Tipo “A” EDITAL No 1, DE 29 DE JUNHO DE 2020 CONCURSO DE ADMISSÃO À CARREIRA DE DIPLOMATA CARGO: TERCEIRO-SECRETÁRIO DA CARREIRA DE DIPLOMATA PRIMEIRA FASE – TARDE I N S T R U Ç Õ E S  Você receberá do fiscal: o 1 (um) caderno da prova objetiva",The author states that the COVID-19 pandemic has interrupted diplomatic discussions around the globe.
35,2,Língua Inglesa,candidata,Candidata,0.3441,"02 - LÍNGUA INGLESA/01 - Primeira Fase/1 - Compreensão de textos escritos/_Lexicology, Register, and Stylistic Density.md",Diplomatic Vocabulary (parte 1),"according to the text the current viral outbreak has sped up the move towards small groups of diplomats holding their meetings online but not large ones
according text current viral outbreak sped move towards small groups contexto tipo edital junho 2020 concurso
**Contexto:** Tipo “A” EDITAL No 1, DE 29 DE JUNHO DE 2020 CONCURSO DE ADMISSÃO À CARREIRA DE DIPLOMATA CARGO: TERCEIRO-SECRETÁRIO DA CARREIRA DE DIPLOMATA PRIMEIRA FASE – TARDE I N S T R U Ç Õ E S  Você receberá do fiscal: o 1 (um) caderno da prova objetiva","According to the text, the current viral outbreak has sped up the move towards small groups of diplomats holding their meetings online, but not large ones."
35,3,Língua Inglesa,anotada,Anotada,0.5256,"02 - LÍNGUA INGLESA/01 - Primeira Fase/1 - Compreensão de textos escritos/_Lexicology, Register, and Stylistic Density.md",The Rhetorical Function of Dense Literary Prose,"the author asserts that a major challenge for diplomats now is the timing of negotiations in relation to their ability to receive quality information from a variety of stakeholders
author asserts that major challenge diplomats timing negotiations relation their contexto tipo edital junho 2020 concurso
**Contexto:** Tipo “A” EDITAL No 1, DE 29 DE JUNHO DE 2020 CONCURSO DE ADMISSÃO À CARREIRA DE DIPLOMATA CARGO: TERCEIRO-SECRETÁRIO DA CARREIRA DE DIPLOMATA PRIMEIRA FASE – TARDE I N S T R U Ç Õ E S  Você receberá do fiscal: o 1 (um) caderno da prova objetiva",The author asserts that a major challenge for diplomats now is the timing of negotiations in relation to their ability to receive quality information from a variety of stakeholders.
35,4,Língua Inglesa,anotada,Anotada,0.4958,"02 - LÍNGUA INGLESA/01 - Primeira Fase/1 - Compreensão de textos escritos/_Lexicology, Register, and Stylistic Density.md",Diplomatic Vocabulary (parte 1),"the information presented in the text indicates that the size of the diplomatic corps in many developing countries is one element influencing their overall online presence
information presented text indicates that size diplomatic corps many developing contexto tipo edital junho 2020 concurso
**Contexto:** Tipo “A” EDITAL No 1, DE 29 DE JUNHO DE 2020 CONCURSO DE ADMISSÃO À CARREIRA DE DIPLOMATA CARGO: TERCEIRO-SECRETÁRIO DA CARREIRA DE DIPLOMATA PRIMEIRA FASE – TARDE I N S T R U Ç Õ E S  Você receberá do fiscal: o 1 (um) caderno da prova objetiva",The information presented in the text indicates that the size of the diplomatic corps in many developing countries is one element influencing their overall online presence.
36,1,Língua Inglesa,fraca,Sinal fraco,0.2352,02 - LÍNGUA INGLESA/01 - Primeira Fase/2 - Itens gramaticais relevantes/_Itens gramaticais relevantes.md,Beyond Standard BE — Other Passive Markers,"the word business in line 7 only refers to economic transactions
word business line only refers economic transactions contexto heir overall online presence regarding
**Contexto:** heir overall online presence. Regarding the vocabulary of the text, mark the following items as right (C) or wrong (E).",The word “business” in line 7 only refers to economic transactions.
36,2,Língua Inglesa,candidata,Candidata,0.3501,02 - LÍNGUA INGLESA/01 - Primeira Fase/2 - Itens gramaticais relevantes/_Itens gramaticais relevantes.md,Key Examples,"in line 14 the word one is used as a pronoun for the antecedent a whole new environment line 13
line word used pronoun antecedent whole environment contexto heir overall online presence regarding
**Contexto:** heir overall online presence. Regarding the vocabulary of the text, mark the following items as right (C) or wrong (E).","In line 14, the word “one” is used as a pronoun for the antecedent “a whole new environment” (line 13)."
36,3,Língua Inglesa,candidata,Candidata,0.3859,"02 - LÍNGUA INGLESA/01 - Primeira Fase/1 - Compreensão de textos escritos/_Lexicology, Register, and Stylistic Density.md",Hellenisms and Latinisms (parte 2),"the phrase capital-based experts in line 16 refers specifically to those who make international economic investments
phrase capital-based experts line refers specifically those make international economic contexto heir overall online presence regarding
**Contexto:** heir overall online presence. Regarding the vocabulary of the text, mark the following items as right (C) or wrong (E).",The phrase “capital-based experts” in line 16 refers specifically to those who make international economic investments.
36,4,Língua Inglesa,candidata,Candidata,0.4340,02 - LÍNGUA INGLESA/01 - Primeira Fase/2 - Itens gramaticais relevantes/_Itens gramaticais relevantes.md,Beyond Standard BE — Other Passive Markers,"in line 19 the word hindered could be replaced with the expression set back without changing the meaning of the sentence text 5 to answer question 37
line word hindered could replaced with expression back without changing contexto heir overall online presence regarding
**Contexto:** heir overall online presence. Regarding the vocabulary of the text, mark the following items as right (C) or wrong (E).","In line 19, the word “hindered” could be replaced with the expression set back without changing the meaning of the sentence. Text 5 to answer question 37."
37,1,Língua Inglesa,anotada,Anotada,0.4619,"02 - LÍNGUA INGLESA/01 - Primeira Fase/1 - Compreensão de textos escritos/_Lexicology, Register, and Stylistic Density.md",The Rhetorical Function of Dense Literary Prose,"the word very in line 3 is synonymous with extremely
word very line synonymous with extremely contexto modern diplomacy currently experiencing fundamental
**Contexto:** 1 4 Modern diplomacy is currently experiencing fundamental changes at an unprecedented rate, which affect the very character of diplomacy as we know it. These changes also affect aspects of domestic and international politics that were once of no",The word “very” in line 3 is synonymous with extremely.
37,2,Língua Inglesa,candidata,Candidata,0.4172,"02 - LÍNGUA INGLESA/01 - Primeira Fase/1 - Compreensão de textos escritos/_Lexicology, Register, and Stylistic Density.md",The Rhetorical Function of Dense Literary Prose,"the expression of no great concern in line 5 carries the notion of having little importance
expression great concern line carries notion having little importance contexto modern diplomacy currently experiencing fundamental
**Contexto:** 1 4 Modern diplomacy is currently experiencing fundamental changes at an unprecedented rate, which affect the very character of diplomacy as we know it. These changes also affect aspects of domestic and international politics that were once of no",The expression “of no great concern” in line 5 carries the notion of “having little importance”.
37,3,Língua Inglesa,candidata,Candidata,0.4467,"02 - LÍNGUA INGLESA/01 - Primeira Fase/1 - Compreensão de textos escritos/_Lexicology, Register, and Stylistic Density.md",Diplomatic Vocabulary (parte 1),"in lines 12 and 13 if one were to remove the phrase as well as the interchange between government and other domestic actors the sentence that contained it would no longer make sense
lines were remove phrase well interchange between government other domestic contexto modern diplomacy currently experiencing fundamental
**Contexto:** 1 4 Modern diplomacy is currently experiencing fundamental changes at an unprecedented rate, which affect the very character of diplomacy as we know it. These changes also affect aspects of domestic and international politics that were once of no","In lines 12 and 13, if one were to remove the phrase “, as well as the interchange between government and other domestic actors,”, the sentence that contained it would no longer make sense."
